Año,Mes,Estación_Nominal,Estación_Ordinal,Periodo,Fecha,Provincia,Tipo alojamiento,Subtipo alojamiento,Viajeros,Viajeros españoles,Viajeros extranjeros,Pernoctaciones,Pernoctaciones españoles,Pernoctaciones extranjeros,Grado ocupación,Estancia media,provincia_abreviado,Estancia media españoles,Estancia media extranjeros
2001,Octubre,,Otro,Mensual,2001-10,Palencia,Hoteles,,,,,,,,,,,,
2001,Octubre,,Otro,Mensual,2001-10,Salamanca,Hoteles,,,,,,,,,,,,
2001,Octubre,,Otro,Mensual,2001-10,Segovia,Hoteles,,,,,,,,,,,,
2001,Octubre,,Otro,Mensual,2001-10,Segovia,Hoteles,,,,,,,,,,,,
2001,Octubre,,Otro,Mensual,2001-10,Zamora,Hoteles,,,,,,,,,,,,
2004,Febrero,Invierno,4,Mensual,2004-02,Salamanca,Todos alojamientos,Todos,60920,48894,12026,93747,76333,17414,22.2,1.54,SA,1.56,6.35
2004,Febrero,Invierno,4,Mensual,2004-02,Salamanca,Turismo rural,Turismo rural,2334,2189,145,4071,3869,202,8.12,1.74,SA,1.77,0.03
2004,Febrero,Invierno,4,Mensual,2004-02,Segovia,Camping,Camping,0,0,0,0,0,0,0,0,SE,,
2004,Febrero,Invierno,4,Mensual,2004-02,Segovia,Todos alojamientos,Todos,27920,24651,3269,42294,38710,3584,24.74,1.51,SE,1.57,11.84
2004,Febrero,Invierno,4,Mensual,2004-02,Segovia,Turismo rural,Turismo rural,3413,3389,24,5210,5179,31,16.05,1.53,SE,1.53,0.22
2004,Febrero,Invierno,4,Mensual,2004-02,Soria,Camping,Camping,12,12,0,18,18,0,0.17,1.5,SO,1.50,
2004,Febrero,Invierno,4,Mensual,2004-02,Soria,Todos alojamientos,Todos,16373,15719,654,28348,27634,714,19.32,1.73,SO,1.76,0.04
2004,Febrero,Invierno,4,Mensual,2004-02,Soria,Turismo rural,Turismo rural,2224,2222,2,3522,3520,2,12.17,1.58,SO,1.58,1.76
2001,Noviembre,,Otro,Mensual,2001-11,Ávila,Hoteles,,,,,,,,,,,,
2001,Noviembre,,Otro,Mensual,2001-11,León,Hoteles,,,,,,,,,,,,
2001,Noviembre,,Otro,Mensual,2001-11,Segovia,Hoteles,,,,,,,,,,,,
2001,Noviembre,,Otro,Mensual,2001-11,Soria,Hoteles,,,,,,,,,,,,
2001,Noviembre,,Otro,Mensual,2001-11,Valladolid,Hoteles,,,,,,,,,,,,
2001,Noviembre,,Otro,Mensual,2001-11,Ávila,Hoteles,,,,,,,,,,,,
2004,Febrero,Invierno,4,Mensual,2004-02,Valladolid,Camping,Camping,116,20,96,247,102,145,1.28,2.13,VA,5.10,1.06
2004,Febrero,Invierno,4,Mensual,2004-02,Valladolid,Todos alojamientos,Todos,40050,34425,5625,63325,53887,9438,27.56,1.58,VA,1.57,9.58
2006,Julio,,Otro,Mensual,2006-07,Ávila,Hoteles,,,,,,,,,,,,
2006,Julio,,Otro,Mensual,2006-07,Salamanca,Hoteles,,,,,,,,,,,,
2004,Febrero,Invierno,4,Mensual,2004-02,Valladolid,Turismo rural,Turismo rural,592,508,84,1146,982,164,8.43,1.94,VA,1.93,11.69
2004,Febrero,Invierno,4,Mensual,2004-02,Zamora,Camping,Camping,0,0,0,0,0,0,0,0,ZA,,
2004,Febrero,Invierno,4,Mensual,2004-02,Zamora,Todos alojamientos,Todos,17065,15812,1253,24674,22680,1994,17.34,1.45,ZA,1.43,18.10
2005,Agosto,,Otro,Mensual,2005-08,Burgos,Hoteles,,,,,,,,,,,,
2005,Agosto,,Otro,Mensual,2005-08,Palencia,Hoteles,,,,,,,,,,,,
2005,Agosto,,Otro,Mensual,2005-08,Palencia,Hoteles,,,,,,,,,,,,
2005,Agosto,,Otro,Mensual,2005-08,Soria,Hoteles,,,,,,,,,,,,
2005,Agosto,,Otro,Mensual,2005-08,Zamora,Hoteles,,,,,,,,,,,,
2004,Febrero,Invierno,4,Mensual,2004-02,Zamora,Turismo rural,Turismo rural,1398,1373,25,2334,2223,111,9.14,1.67,ZA,1.62,0.09
2004,Marzo,Primavera,1,Mensual,2004-03,Ávila,Camping,Camping,1672,1667,5,3097,3092,5,2.98,1.85,AV,1.85,0.62
2004,Marzo,Primavera,1,Mensual,2004-03,Ávila,Todos alojamientos,Todos,34598,28769,5829,56254,47886,8368,17.42,1.63,AV,1.66,8.22
2004,Marzo,Primavera,1,Mensual,2004-03,Ávila,Turismo rural,Turismo rural,6517,6493,24,14032,13999,33,17.63,2.15,AV,2.16,0.58
2004,Marzo,Primavera,1,Mensual,2004-03,Burgos,Camping,Camping,2438,1463,975,4228,2653,1575,3.87,1.73,BU,1.81,0.00
2004,Marzo,Primavera,1,Mensual,2004-03,Burgos,Todos alojamientos,Todos,61941,50020,11921,92612,78069,14543,21.63,1.5,BU,1.56,6.55
2004,Marzo,Primavera,1,Mensual,2004-03,Burgos,Turismo rural,Turismo rural,3446,3398,48,7610,7553,57,14.22,2.21,BU,2.22,0.16
2004,Marzo,Primavera,1,Mensual,2004-03,León,Camping,Camping,647,641,6,1071,1059,12,2.38,1.66,LE,0.00,0.18
2004,Marzo,Primavera,1,Mensual,2004-03,León,Todos alojamientos,Todos,61210,55959,5251,87557,81844,5713,20.05,1.43,LE,1.46,15.59
2004,Marzo,Primavera,1,Mensual,2004-03,León,Turismo rural,Turismo rural,6016,5959,57,9541,9377,164,13.07,1.59,LE,1.57,0.16
2005,Septiembre,,Otro,Mensual,2005-09,Ávila,Hoteles,,,,,,,,,,,,
2005,Septiembre,,Otro,Mensual,2005-09,Burgos,Hoteles,,,,,,,,,,,,
2005,Septiembre,,Otro,Mensual,2005-09,Salamanca,Hoteles,,,,,,,,,,,,
2005,Septiembre,,Otro,Mensual,2005-09,Segovia,Hoteles,,,,,,,,,,,,
2005,Septiembre,,Otro,Mensual,2005-09,Soria,Hoteles,,,,,,,,,,,,
2005,Septiembre,,Otro,Mensual,2005-09,Zamora,Hoteles,,,,,,,,,,,,
2005,Septiembre,,Otro,Mensual,2005-09,Ávila,Hoteles,,,,,,,,,,,,
2005,Septiembre,,Otro,Mensual,2005-09,Burgos,Hoteles,,,,,,,,,,,,
2005,Septiembre,,Otro,Mensual,2005-09,León,Hoteles,,,,,,,,,,,,
2005,Septiembre,,Otro,Mensual,2005-09,Soria,Hoteles,,,,,,,,,,,,
2004,Marzo,Primavera,1,Mensual,2004-03,Palencia,Camping,Camping,13,4,9,13,4,9,0.02,1,PA,1.00,0.44
2004,Marzo,Primavera,1,Mensual,2004-03,Palencia,Todos alojamientos,Todos,23186,20951,2235,39630,36642,2988,19.26,1.71,PA,1.75,16.39
2004,Marzo,Primavera,1,Mensual,2004-03,Palencia,Turismo rural,Turismo rural,2885,2845,40,5427,5387,40,13.38,1.88,PA,1.89,0.13
2004,Marzo,Primavera,1,Mensual,2004-03,Salamanca,Camping,Camping,606,189,417,769,300,469,1.36,1.27,SA,1.59,0.72
2004,Marzo,Primavera,1,Mensual,2004-03,Salamanca,Todos alojamientos,Todos,74437,62440,11997,125794,108748,17046,28.35,1.69,SA,1.74,9.06
2004,Marzo,Primavera,1,Mensual,2004-03,Salamanca,Turismo rural,Turismo rural,3151,3144,7,6025,6018,7,10.75,1.91,SA,1.91,0.86
2005,Octubre,,Otro,Mensual,2005-10,Ávila,Hoteles,,,,,,,,,,,,
2005,Octubre,,Otro,Mensual,2005-10,Burgos,Hoteles,,,,,,,,,,,,
2005,Octubre,,Otro,Mensual,2005-10,León,Hoteles,,,,,,,,,,,,
2005,Octubre,,Otro,Mensual,2005-10,Soria,Hoteles,,,,,,,,,,,,
2005,Octubre,,Otro,Mensual,2005-10,Valladolid,Hoteles,,,,,,,,,,,,
2005,Octubre,,Otro,Mensual,2005-10,Soria,Hoteles,,,,,,,,,,,,
2004,Marzo,Primavera,1,Mensual,2004-03,Segovia,Camping,Camping,0,0,0,0,0,0,0,0,SE,,
2004,Marzo,Primavera,1,Mensual,2004-03,Segovia,Todos alojamientos,Todos,35502,32087,3415,56234,51998,4236,30.76,1.58,SE,1.62,15.23
2004,Marzo,Primavera,1,Mensual,2004-03,Segovia,Turismo rural,Turismo rural,3501,3447,54,6084,5992,92,17.45,1.74,SE,1.74,0.11
2004,Marzo,Primavera,1,Mensual,2004-03,Soria,Camping,Camping,92,83,9,190,174,16,1.7,2.07,SO,2.10,19.33
2004,Marzo,Primavera,1,Mensual,2004-03,Soria,Todos alojamientos,Todos,17686,16755,931,31507,30166,1341,19.98,1.78,SO,1.80,0.03
2004,Marzo,Primavera,1,Mensual,2004-03,Soria,Turismo rural,Turismo rural,2718,2677,41,5356,5297,59,17.01,1.97,SO,1.98,0.13
2004,Marzo,Primavera,1,Mensual,2004-03,Valladolid,Camping,Camping,1095,1029,66,2190,1946,244,10.58,2,VA,1.89,0.03
2004,Marzo,Primavera,1,Mensual,2004-03,Valladolid,Todos alojamientos,Todos,49668,41747,7921,81037,68772,12265,33.18,1.63,VA,1.65,8.68
2005,Noviembre,,Otro,Mensual,2005-11,Soria,Hoteles,,,,,,,,,,,,
2005,Noviembre,,Otro,Mensual,2005-11,Valladolid,Hoteles,,,,,,,,,,,,
2005,Noviembre,,Otro,Mensual,2005-11,Zamora,Hoteles,,,,,,,,,,,,
2005,Noviembre,,Otro,Mensual,2005-11,Burgos,Hoteles,,,,,,,,,,,,
2005,Noviembre,,Otro,Mensual,2005-11,León,Hoteles,,,,,,,,,,,,
2005,Noviembre,,Otro,Mensual,2005-11,Salamanca,Hoteles,,,,,,,,,,,,
2005,Noviembre,,Otro,Mensual,2005-11,Soria,Hoteles,,,,,,,,,,,,
2005,Noviembre,,Otro,Mensual,2005-11,Zamora,Hoteles,,,,,,,,,,,,
2004,Marzo,Primavera,1,Mensual,2004-03,Valladolid,Turismo rural,Turismo rural,655,604,51,1354,1209,145,9.12,2.07,VA,0.00,0.02
2004,Marzo,Primavera,1,Mensual,2004-03,Zamora,Camping,Camping,0,0,0,0,0,0,0,0,ZA,,
2004,Marzo,Primavera,1,Mensual,2004-03,Zamora,Todos alojamientos,Todos,21715,18293,3422,33793,29729,4064,16.2,1.56,ZA,1.63,8.69
2004,Marzo,Primavera,1,Mensual,2004-03,Zamora,Turismo rural,Turismo rural,1651,1577,74,3282,3194,88,11.75,1.99,ZA,2.03,0.04
2004,Abril,Otro,1,Mensual,2004-04,Ávila,Camping,Camping,4512,4416,96,11689,11517,172,7.46,2.59,AV,2.61,0.12
2004,Abril,Otro,1,Mensual,2004-04,Ávila,Todos alojamientos,Todos,46358,40976,5382,80765,73814,6951,21.87,1.74,AV,1.80,13.71
2005,Diciembre,,Otro,Mensual,2005-12,Ávila,Hoteles,,,,,,,,,,,,
2005,Diciembre,,Otro,Mensual,2005-12,Burgos,Hoteles,,,,,,,,,,,,
2005,Diciembre,,Otro,Mensual,2005-12,Segovia,Hoteles,,,,,,,,,,,,
2005,Diciembre,,Otro,Mensual,2005-12,Zamora,Hoteles,,,,,,,,,,,,
2005,Diciembre,,Otro,Mensual,2005-12,Burgos,Hoteles,,,,,,,,,,,,
2005,Diciembre,,Otro,Mensual,2005-12,León,Hoteles,,,,,,,,,,,,
2005,Diciembre,,Otro,Mensual,2005-12,Palencia,Hoteles,,,,,,,,,,,,
2005,Diciembre,,Otro,Mensual,2005-12,Salamanca,Hoteles,,,,,,,,,,,,
2004,Abril,Otro,1,Mensual,2004-04,Ávila,Turismo rural,Turismo rural,7601,7450,151,19236,18943,293,24.28,2.53,AV,2.54,0.13
2004,Abril,Otro,1,Mensual,2004-04,Burgos,Camping,Camping,6974,6617,357,13499,13142,357,8.36,1.94,BU,1.99,0.04
2004,Abril,Otro,1,Mensual,2004-04,Burgos,Todos alojamientos,Todos,83532,63053,20479,114255,90098,24157,24.32,1.37,BU,1.43,4.40
2004,Abril,Otro,1,Mensual,2004-04,Burgos,Turismo rural,Turismo rural,4892,4733,159,11881,11577,304,22.95,2.43,BU,2.45,0.07
2004,Abril,Otro,1,Mensual,2004-04,León,Camping,Camping,962,954,8,1733,1710,23,2.1,1.8,LE,0.00,0.21
2004,Abril,Otro,1,Mensual,2004-04,León,Todos alojamientos,Todos,80253,64666,15587,119775,99146,20629,25.87,1.49,LE,1.53,6.36
2004,Abril,Otro,1,Mensual,2004-04,León,Turismo rural,Turismo rural,6150,5775,375,15349,14689,660,21.56,2.5,LE,2.54,0.04
2004,Abril,Otro,1,Mensual,2004-04,Palencia,Camping,Camping,230,191,39,492,453,39,1.32,2.14,PA,2.37,11.62
2004,Abril,Otro,1,Mensual,2004-04,Palencia,Todos alojamientos,Todos,26851,23598,3253,50461,45882,4579,27.18,1.88,PA,1.94,14.10
2006,Enero,,Otro,Mensual,2006-01,Burgos,Hoteles,,,,,,,,,,,,
2006,Enero,,Otro,Mensual,2006-01,Salamanca,Hoteles,,,,,,,,,,,,
2006,Enero,,Otro,Mensual,2006-01,Valladolid,Hoteles,,,,,,,,,,,,
2006,Enero,,Otro,Mensual,2006-01,Zamora,Hoteles,,,,,,,,,,,,
2006,Enero,,Otro,Mensual,2006-01,Palencia,Hoteles,,,,,,,,,,,,
2006,Enero,,Otro,Mensual,2006-01,Segovia,Hoteles,,,,,,,,,,,,
2006,Enero,,Otro,Mensual,2006-01,Soria,Hoteles,,,,,,,,,,,,
2006,Enero,,Otro,Mensual,2006-01,Valladolid,Hoteles,,,,,,,,,,,,
2004,Abril,Otro,1,Mensual,2004-04,Palencia,Turismo rural,Turismo rural,3751,3680,71,11485,11382,103,29,3.06,PA,3.09,0.16
2004,Abril,Otro,1,Mensual,2004-04,Salamanca,Camping,Camping,1952,876,1076,3226,1849,1377,3.07,1.65,SA,0.00,1.72
2004,Abril,Otro,1,Mensual,2004-04,Salamanca,Todos alojamientos,Todos,79493,64142,15351,154105,130517,23588,32.09,1.94,SA,2.03,8.50
2004,Abril,Otro,1,Mensual,2004-04,Salamanca,Turismo rural,Turismo rural,3735,3617,118,9825,9312,513,18.02,2.63,SA,2.57,0.08
2004,Abril,Otro,1,Mensual,2004-04,Segovia,Camping,Camping,1038,703,335,1787,1151,636,6.82,1.72,SE,0.00,0.00
2004,Abril,Otro,1,Mensual,2004-04,Segovia,Todos alojamientos,Todos,45672,39558,6114,72297,63759,8538,35.4,1.58,SE,1.61,10.43
2004,Abril,Otro,1,Mensual,2004-04,Segovia,Turismo rural,Turismo rural,5345,5322,23,8944,8912,32,25.66,1.67,SE,1.67,0.39
2004,Abril,Otro,1,Mensual,2004-04,Soria,Camping,Camping,1914,1473,441,4721,3799,922,6.73,2.47,SO,2.58,0.01
2004,Abril,Otro,1,Mensual,2004-04,Soria,Todos alojamientos,Todos,22102,19716,2386,46684,42920,3764,22,2.11,SO,2.18,17.99
2006,Febrero,,Otro,Mensual,2006-02,Ávila,Hoteles,,,,,,,,,,,,
2006,Febrero,,Otro,Mensual,2006-02,Ávila,Hoteles,,,,,,,,,,,,
2006,Febrero,,Otro,Mensual,2006-02,Soria,Hoteles,,,,,,,,,,,,
2004,Abril,Otro,1,Mensual,2004-04,Soria,Turismo rural,Turismo rural,3762,3751,11,8247,8236,11,26.87,2.19,SO,2.20,0.75
2004,Abril,Otro,1,Mensual,2004-04,Valladolid,Camping,Camping,2063,617,1446,3125,956,2169,8.81,1.51,VA,1.55,661.13
2004,Abril,Otro,1,Mensual,2004-04,Valladolid,Todos alojamientos,Todos,51105,35848,15257,85978,65676,20302,34.18,1.68,VA,1.83,4.30
2004,Abril,Otro,1,Mensual,2004-04,Valladolid,Turismo rural,Turismo rural,1043,919,124,2674,2328,346,18.61,2.56,VA,0.00,0.02
2004,Abril,Otro,1,Mensual,2004-04,Zamora,Camping,Camping,1024,990,34,1654,1602,52,2.53,1.62,ZA,0.00,0.05
2004,Abril,Otro,1,Mensual,2004-04,Zamora,Todos alojamientos,Todos,28515,25005,3510,43271,38309,4962,20.28,1.52,ZA,1.53,10.91
2004,Abril,Otro,1,Mensual,2004-04,Zamora,Turismo rural,Turismo rural,2448,2391,57,6364,6275,89,23.29,2.6,ZA,2.62,0.11
2004,Mayo,Primavera,1,Mensual,2004-05,Ávila,Camping,Camping,3703,3162,541,8150,6970,1180,5.45,2.2,AV,2.20,0.01
2006,Marzo,,Otro,Mensual,2006-03,Ávila,Hoteles,,,,,,,,,,,,
2006,Marzo,,Otro,Mensual,2006-03,Burgos,Hoteles,,,,,,,,,,,,
2006,Marzo,,Otro,Mensual,2006-03,León,Hoteles,,,,,,,,,,,,
2006,Marzo,,Otro,Mensual,2006-03,Segovia,Hoteles,,,,,,,,,,,,
2006,Marzo,,Otro,Mensual,2006-03,Ávila,Hoteles,,,,,,,,,,,,
2006,Marzo,,Otro,Mensual,2006-03,Segovia,Hoteles,,,,,,,,,,,,
2004,Mayo,Primavera,1,Mensual,2004-05,Ávila,Todos alojamientos,Todos,45596,38330,7266,70477,60314,10163,18.99,1.55,AV,1.57,8.30
2004,Mayo,Primavera,1,Mensual,2004-05,Ávila,Turismo rural,Turismo rural,6593,6464,129,12986,12633,353,15.54,1.97,AV,1.95,0.10
2004,Mayo,Primavera,1,Mensual,2004-05,Burgos,Camping,Camping,5212,1757,3455,8143,3778,4365,4.31,1.56,BU,2.15,1.09
2004,Mayo,Primavera,1,Mensual,2004-05,Burgos,Todos alojamientos,Todos,85971,56393,29578,121691,85714,35977,23.46,1.42,BU,1.52,2.90
2004,Mayo,Primavera,1,Mensual,2004-05,Burgos,Turismo rural,Turismo rural,5534,4814,720,9652,8476,1176,17.53,1.74,BU,1.76,0.01
2004,Mayo,Primavera,1,Mensual,2004-05,León,Camping,Camping,895,854,41,1617,1529,88,1.76,1.81,LE,0.00,0.04
2004,Mayo,Primavera,1,Mensual,2004-05,León,Todos alojamientos,Todos,88514,68109,20405,124998,98043,26955,25.64,1.41,LE,1.44,4.80
2004,Mayo,Primavera,1,Mensual,2004-05,León,Turismo rural,Turismo rural,6837,6318,519,10802,10140,662,14.66,1.58,LE,1.60,0.02
2004,Mayo,Primavera,1,Mensual,2004-05,Palencia,Camping,Camping,495,485,10,978,968,10,1.81,1.98,PA,2.00,96.80
2004,Mayo,Primavera,1,Mensual,2004-05,Palencia,Todos alojamientos,Todos,29984,23417,6567,53063,42889,10174,25.53,1.77,PA,1.83,6.53
2004,Mayo,Primavera,1,Mensual,2004-05,Palencia,Turismo rural,Turismo rural,3689,3334,355,6766,6108,658,16.44,1.83,PA,1.83,0.02
2006,Abril,,Otro,Mensual,2006-04,Ávila,Hoteles,,,,,,,,,,,,
2006,Abril,,Otro,Mensual,2006-04,Segovia,Hoteles,,,,,,,,,,,,
2006,Abril,,Otro,Mensual,2006-04,Zamora,Hoteles,,,,,,,,,,,,
2006,Abril,,Otro,Mensual,2006-04,Burgos,Hoteles,,,,,,,,,,,,
2006,Abril,,Otro,Mensual,2006-04,León,Hoteles,,,,,,,,,,,,
2006,Abril,,Otro,Mensual,2006-04,Salamanca,Hoteles,,,,,,,,,,,,
2006,Abril,,Otro,Mensual,2006-04,Segovia,Hoteles,,,,,,,,,,,,
2006,Abril,,Otro,Mensual,2006-04,Soria,Hoteles,,,,,,,,,,,,
2004,Mayo,Primavera,1,Mensual,2004-05,Salamanca,Camping,Camping,948,340,608,1372,572,800,1.51,1.45,SA,1.68,0.94
2004,Mayo,Primavera,1,Mensual,2004-05,Salamanca,Todos alojamientos,Todos,88748,65588,23160,161205,125541,35664,33.58,1.82,SA,1.91,5.42
2004,Mayo,Primavera,1,Mensual,2004-05,Salamanca,Turismo rural,Turismo rural,3498,3334,164,6315,6068,247,11.01,1.81,SA,1.82,0.04
2004,Mayo,Primavera,1,Mensual,2004-05,Segovia,Camping,Camping,1190,362,828,2379,724,1655,6.7,2,SE,2.00,0.87
2004,Mayo,Primavera,1,Mensual,2004-05,Segovia,Todos alojamientos,Todos,45480,37803,7677,66801,56377,10424,30.37,1.47,SE,1.49,7.34
2004,Mayo,Primavera,1,Mensual,2004-05,Segovia,Turismo rural,Turismo rural,4486,4353,133,6943,6698,245,19.01,1.55,SE,1.54,0.05
2006,Mayo,,Otro,Mensual,2006-05,Palencia,Hoteles,,,,,,,,,,,,
2006,Mayo,,Otro,Mensual,2006-05,Segovia,Hoteles,,,,,,,,,,,,
2006,Mayo,,Otro,Mensual,2006-05,Soria,Hoteles,,,,,,,,,,,,
2006,Mayo,,Otro,Mensual,2006-05,Valladolid,Hoteles,,,,,,,,,,,,
2006,Mayo,,Otro,Mensual,2006-05,Zamora,Hoteles,,,,,,,,,,,,
2006,Mayo,,Otro,Mensual,2006-05,Burgos,Hoteles,,,,,,,,,,,,
2004,Mayo,Primavera,1,Mensual,2004-05,Soria,Camping,Camping,1188,618,570,2259,1037,1222,2.67,1.9,SO,0.00,0.00
2004,Mayo,Primavera,1,Mensual,2004-05,Soria,Todos alojamientos,Todos,22327,19137,3190,38456,32697,5759,16.62,1.72,SO,1.71,10.25
2004,Mayo,Primavera,1,Mensual,2004-05,Soria,Turismo rural,Turismo rural,3211,3116,95,6494,6260,234,20.18,2.02,SO,2.01,0.07
2004,Mayo,Primavera,1,Mensual,2004-05,Valladolid,Camping,Camping,2785,954,1831,6565,2894,3671,17.92,2.36,VA,0.00,1.58
2004,Mayo,Primavera,1,Mensual,2004-05,Valladolid,Todos alojamientos,Todos,58068,48169,9899,94132,78107,16025,36.16,1.62,VA,1.62,7.89
2004,Mayo,Primavera,1,Mensual,2004-05,Valladolid,Turismo rural,Turismo rural,1316,1208,108,2639,2481,158,17.03,2.01,VA,2.05,0.02
2004,Mayo,Primavera,1,Mensual,2004-05,Zamora,Camping,Camping,1858,627,1231,3462,1800,1662,3.79,1.86,ZA,0.00,1.46
2004,Mayo,Primavera,1,Mensual,2004-05,Zamora,Todos alojamientos,Todos,29112,23914,5198,42785,35748,7037,17.5,1.47,ZA,1.49,6.88
2004,Mayo,Primavera,1,Mensual,2004-05,Zamora,Turismo rural,Turismo rural,2794,2711,83,4902,4768,134,17.26,1.75,ZA,1.76,0.06
2006,Junio,,Otro,Mensual,2006-06,Ávila,Hoteles,,,,,,,,,,,,
2006,Junio,,Otro,Mensual,2006-06,Segovia,Hoteles,,,,,,,,,,,,
2006,Junio,,Otro,Mensual,2006-06,Valladolid,Hoteles,,,,,,,,,,,,
2006,Junio,,Otro,Mensual,2006-06,León,Hoteles,,,,,,,,,,,,
2006,Junio,,Otro,Mensual,2006-06,Salamanca,Hoteles,,,,,,,,,,,,
2006,Junio,,Otro,Mensual,2006-06,Segovia,Hoteles,,,,,,,,,,,,
2006,Junio,,Otro,Mensual,2006-06,Zamora,Hoteles,,,,,,,,,,,,
2004,Junio,Verano,2,Mensual,2004-06,Ávila,Camping,Camping,5900,5412,488,11947,10823,1124,8.69,2.02,AV,2.00,0.02
2004,Junio,Verano,2,Mensual,2004-06,Ávila,Todos alojamientos,Todos,44672,37990,6682,79926,69879,10047,22.72,1.79,AV,1.84,10.46
2004,Junio,Verano,2,Mensual,2004-06,Ávila,Turismo rural,Turismo rural,7976,7918,58,18085,18005,80,22.37,2.27,AV,2.27,0.31
2004,Junio,Verano,2,Mensual,2004-06,Burgos,Camping,Camping,10379,4961,5418,13990,7548,6442,6.97,1.35,BU,1.52,1.39
2004,Junio,Verano,2,Mensual,2004-06,Burgos,Todos alojamientos,Todos,102738,70783,31955,139387,100398,38989,26.79,1.36,BU,1.42,3.14
2006,Julio,,Otro,Mensual,2006-07,Palencia,Hoteles,,,,,,,,,,,,
2006,Julio,,Otro,Mensual,2006-07,Soria,Hoteles,,,,,,,,,,,,
2006,Julio,,Otro,Mensual,2006-07,Burgos,Hoteles,,,,,,,,,,,,
2004,Junio,Verano,2,Mensual,2004-06,Burgos,Turismo rural,Turismo rural,5690,5191,499,10679,9920,759,19.82,1.88,BU,1.91,0.02
2004,Junio,Verano,2,Mensual,2004-06,León,Camping,Camping,5757,4068,1689,10620,7593,3027,4.94,1.84,LE,1.87,4.50
2004,Junio,Verano,2,Mensual,2004-06,León,Todos alojamientos,Todos,88026,62863,25163,137635,104003,33632,23,1.56,LE,1.65,4.13
2004,Junio,Verano,2,Mensual,2004-06,León,Turismo rural,Turismo rural,6914,4878,2036,10852,8413,2439,15.13,1.57,LE,1.72,4.13
2004,Junio,Verano,2,Mensual,2004-06,Palencia,Camping,Camping,497,389,108,980,870,110,1.87,1.97,PA,2.24,8.06
2004,Junio,Verano,2,Mensual,2004-06,Palencia,Todos alojamientos,Todos,27595,22963,4632,49146,41943,7203,24.27,1.78,PA,1.83,9.06
2004,Junio,Verano,2,Mensual,2004-06,Palencia,Turismo rural,Turismo rural,2599,2364,235,5234,4648,586,13.05,2.01,PA,1.97,0.02
2006,Agosto,,Otro,Mensual,2006-08,Ávila,Hoteles,,,,,,,,,,,,
2006,Agosto,,Otro,Mensual,2006-08,Segovia,Hoteles,,,,,,,,,,,,
2004,Junio,Verano,2,Mensual,2004-06,Salamanca,Camping,Camping,3069,2016,1053,6591,4634,1957,4.75,2.15,SA,2.30,4.40
2004,Junio,Verano,2,Mensual,2004-06,Salamanca,Todos alojamientos,Todos,91259,68626,22633,162534,129894,32640,31.52,1.78,SA,1.89,5.74
2004,Junio,Verano,2,Mensual,2004-06,Salamanca,Turismo rural,Turismo rural,3206,2942,264,5956,5500,456,10.7,1.86,SA,1.87,0.02
2004,Junio,Verano,2,Mensual,2004-06,Segovia,Camping,Camping,1431,340,1091,2245,676,1569,6.4,1.57,SE,1.99,619.62
2004,Junio,Verano,2,Mensual,2004-06,Segovia,Todos alojamientos,Todos,43850,34131,9719,67082,55037,12045,31.26,1.53,SE,1.61,5.66
